Brand,Model,Year,Miles(k miles),Registration,Control,Fuel,Location,Price(£),EngineSize,Doors,Emission,ModelFull,logPrice
Land Rover,Range Rover,2019,80,2019 (19 reg),Auto,Diesel,York ,27989,3.0,5,Euro 6 (s/s),SD V6 Vogue SE Auto 4WD,10.2396025825095
Isuzu,D-Max,2021,66,2021 (70 reg),Auto,Diesel,Doncaster ,22794,1.9,4,Euro 6,- TD Blade Auto 4WD,10.034296492647542
Ford,Focus,2020,56,2020 (20 reg),Manual,Petrol,Doncaster ,10789,1.0,5,Unknown,- EcoBoost 125 ST-Line,9.28637505825218
Audi,TT,2007,134,2007 (7 reg),Auto,Petrol,Bradford ,3990,2.0,2,Unknown,TURBO TFSI PETROL S TRONIC AUTO,8.291797105048733
smart,forfour,2007,87,2007 (7 reg),Auto,Petrol,Keighley ,2695,1.5,5,Unknown,Passion Softouch Auto,7.899524472032198
BMW,M3,2018,35,2018 (18 reg),Auto,Petrol,Oldham ,36449,3.0,4,Euro 6 (s/s),BiTurbo Competition Saloon Petrol DCT (450 ps),10.503696737436805
Peugeot,RCZ,2013,75,2013 (13 reg),Manual,Petrol,Leeds ,5990,1.6,2,Unknown,THP GT [200 BHP] MANUAL + LOW MILES + NAV + LEATHER +,8.698013622083925
Peugeot,3008,2017,67,2017 (17 reg),Manual,Petrol,Keighley ,8989,1.2,5,Euro 6 (s/s),PureTech Allure,9.103868127465667
Ford,S-Max,2014,118,2014 (14 reg),Manual,Diesel,Leeds ,7290,2.2,5,Unknown,TDCi 200 TITANIUM X SPORT MANUAL,8.89439598980643
Peugeot,5008,2018,108,2018 (18 reg),Manual,Diesel,Keighley ,9989,1.6,5,Euro 6 (s/s),BlueHDi GT Line,9.2093398716426
Toyota,Avensis,2005,81,2005 (55 reg),Auto,Petrol,Bradford ,2499,1.8,5,Unknown,VVT-i T3-X Seq Auto,7.824046010856292
Land Rover,Range Rover Evoque,2014,75,2014 (14 reg),Manual,Diesel,Bradford ,10695,2.2,5,Euro 5 (s/s),SD4 Dynamic SUV Diesel Manual 4WD (190 ps),9.27762511878178
Audi,TT,2013,63,2013 (13 reg),Auto,Diesel,KEIGHLEY ,9395,2.0,2,Unknown,TDI Quattro Sport S Tronic,9.148039345778804
Porsche,911,2003,34,2003 (53 reg),Manual,Petrol,Keighley ,99989,3.6,2,Unknown,996 GT2,11.512825459969894
BMW,1 Series,2019,120,2019 (19 reg),Auto,Diesel,Sheffield ,9995,1.2,5,Unknown,M Sport [Nav/Servotronic] Step Auto,9.209940291954844
Citroen,C1,2010,78,2010 (10 reg),Manual,Petrol,Keighley ,2695,1.0,3,Unknown,i VTR,7.899524472032198
Audi,A5,2014,133,2014 (63 reg),Manual,Diesel,Manchester ,4500,2.0,2,Unknown,TDI 177 Quattro S Line Coupe,8.412054873292933
BMW,3 Series,2019,13,2019 (69 reg),Auto,Hybrid,Huddersfield ,22995,2.0,4,Euro 6 (s/s),330e 12kWh M Sport Saloon Petrol Plug-in Hybrid Auto (,10.043075566743182
Volvo,XC90,2022,41,2022 (22 reg),Auto,Hybrid,Doncaster ,34495,2.0,5,Euro 6 (s/s),B5 MHEV Momentum Auto 4WD,10.448598654268668
Audi,Q3,2019,96,2019 (19 reg),Manual,Petrol,Keighley ,14989,1.5,5,Euro 6 (s/s),TFSI CoD 35 S line,9.615138591096644
Jaguar,F-Pace,2021,45,2021 (21 reg),Auto,Diesel,Oldham ,27949,2.0,5,Euro 6 (s/s),D200 MHEV R-Dynamic S SUV Diesel Auto AWD (204 ps),10.238172478583245
Audi,Q5,2018,117,2018 (18 reg),Auto,Diesel,Leeds ,15390,2.0,5,Unknown,TDI QUATTR0 S LINE S TRONIC + VIRTUAL COCKPIT + 20'' ALLOYS + FSH,9.641538201979953
Jaguar,E-Pace,2018,138,2018 (67 reg),Manual,Diesel,Keighley ,7989,2.0,5,Unknown,D150 (s/s),8.98594603876032
Vauxhall,Zafira,2015,74,2015 (15 reg),Manual,Diesel,Chesterfield ,6795,2.0,5,Unknown,CDTi SE,8.824089482791823
Land Rover,Defender 110,2023,28,2023 (73 reg),Auto,Diesel,Boroughbridge ,59949,3.0,5,Euro 6 (s/s),D250 MHEV XS Edition Auto 4WD,11.00126616045566
Vauxhall,Astra GTC,2013,101,2013 (63 reg),Manual,Diesel,Leeds ,2795,2.0,3,Unknown,CDTi 16V SRi,7.935945103353701
Mercedes-Benz,C-Class,2015,65,2015 (15 reg),Auto,Diesel,Leeds ,9495,2.1,2,Euro 5 (s/s),C250 CDI AMG Sport Edition G-Tronic+,9.158625936289503
BMW,X5,2019,111,2019 (19 reg),Auto,Diesel,Heckmondwike ,32995,3.0,5,Euro 6 (s/s),M50d Auto xDrive,10.404141620980623
Audi,A6 Allroad,2012,128,2012 (62 reg),Auto,Diesel,Leeds ,7990,3.0,5,Unknown,TDI QUATTRO 245 S TRONIC AUTOMATIC + REAR ENTERTAINMENT SCREENS +,8.986071187374463
Skoda,Karoq,2020,28,2020 (20 reg),Auto,Diesel,Leeds ,15790,1.6,5,Unknown,TDI SE L DSG,9.667195436466644
Audi,A3,2014,118,2014 (64 reg),Manual,Petrol,Huddersfield ,5995,1.4,4,Euro 6 (s/s),- TFSI CoD Sport Saloon Petrol Manual (150 ps),8.698847859222488
Porsche,911,2020,28,2020 (70 reg),Auto,Petrol,Huddersfield ,72990,3.0,2,Unknown,"Carrera, T, PDK, 385, Full Porsche History, Maxton Kit!",11.198091424858745
Mercedes-Benz,CLA,2015,120,2015 (15 reg),Auto,Diesel,Keighley ,7989,2.1,4,Euro 6 (s/s),CLA220 CDI AMG Sport Coupe 7G-DCT,8.98594603876032
Volkswagen,T-Roc,2018,134,2018 (68 reg),Manual,Petrol,Keighley ,9989,1.5,5,Euro 6 (s/s),TSI EVO R-Line,9.2093398716426
Citroen,C4 Grand Picasso,2014,156,2014 (14 reg),Auto,Diesel,Wakefield ,3295,1.6,5,Euro 5 (s/s),e-HDi Airdream Exclusive ETG6,8.100464891029363
Vauxhall,Corsa,2016,64,2016 (16 reg),Manual,Petrol,Doncaster ,5990,1.4,3,Unknown,- i ecoFLEX Limited Edition,8.698013622083925
Jaguar,XF,2013,175,2013 (63 reg),Auto,Diesel,Bradford ,2950,2.2,4,Unknown,d [163] SE Business Auto,7.989899374942939
Lexus,LS,2004,85,2004 (54 reg),Auto,Petrol,Bradford ,10250,4.3,4,Unknown,430 V8 Auto,9.235130540783402
Mercedes-Benz,C-Class,2018,58,2018 (18 reg),Auto,Petrol,"Leeds, Morley, Gildersome ",36990,4.0,4,Euro 6 (s/s),C63 V8 BiTurbo AMG S (Premium) SpdS MCT,10.518429918794682
Ford,Kuga,2017,119,2017 (67 reg),Manual,Diesel,Wakefield ,7295,2.0,5,Euro 6 (s/s),TDCi EcoBlue ST-Line AWD,8.895081531754167
Renault,Austral,2025,797,2025 (25 reg),Auto,Hybrid,Leeds ,33980,1.6,5,Unknown,E-Tech FHEV Techno Esprit Alpine Auto,10.433556823868823
Jaguar,F-Pace,2016,102,2016 (16 reg),Auto,Diesel,Keighley ,10989,2.0,5,Euro 6 (s/s),d Portfolio Auto AWD,9.304741047397666
Land Rover,Range Rover Sport,2019,85,2019 (19 reg),Auto,Diesel,Keighley ,27989,3.0,5,Euro 6 (s/s),SD V6 Autobiography Dynamic Auto 4WD,10.2396025825095
Nissan,Qashqai,2016,81,2016 (66 reg),Manual,Diesel,Chesterfield ,8695,1.5,5,Unknown,dCi N-Connecta,9.070618428801046
Skoda,Kamiq,2025,99,2025 (25 reg),Auto,Petrol,York ,23205,1.0,5,Unknown,- TSI SE L Edition DSG Automatic,10.05216614490749
Jeep,Wrangler,2025,10,2025 (25 reg),Auto,Petrol,Huddersfield ,54998,2.0,4,Unknown,- GME Rubicon Auto8,10.915070282231135
Audi,A3,2011,90,2011 (11 reg),Manual,Diesel,Batley ,3699,2.0,5,Unknown,TDI Sport [Start Stop],8.216088098632316
Peugeot,5008,2012,128,2012 (12 reg),Manual,Diesel,Wakefield ,2295,1.6,5,Euro 5,HDi Active,7.738923757439457
Mercedes-Benz,CLA,2014,117,2014 (64 reg),Auto,Petrol,Keighley ,16989,2.0,4,Unknown,CLA45 AMG Speedshift DCT 4MATIC (s/s),9.740380214665977
Nissan,Micra,2012,50,2012 (62 reg),Auto,Petrol,Halifax ,4995,1.2,5,Euro 5,Acenta CVT,8.516392871245468
Mercedes-Benz,E-Class,2014,74,2014 (64 reg),Auto,Diesel,Sheffield ,10995,2.1,2,Unknown,L E250 CDI AMG SPORT 2d AUTO 204 BHP,9.305286849285137
MG,MG4,2023,22,2023 (72 reg),Auto,Electric,Oldham ,15299,1.6,5,Unknown,64kWh Trophy Long Range Hatchback Electric Auto (203 ps),9.635608107380527
Toyota,Yaris,2022,993,2022 (22 reg),Manual,Petrol,Castleford ,35000,1.6,3,Euro 6,- GR Circuit AWD,10.463131911491967
Ford,Focus,2014,103,2014 (14 reg),Manual,Diesel,Wakefield ,3995,1.6,5,Euro 5 (s/s),TDCi Zetec S,8.293049139768444
SEAT,Ateca,2018,116,2018 (68 reg),Manual,Petrol,Mexborough ,8495,1.5,5,Unknown,TSI EVO Xcellence [EZ],9.04735074348172
Ford,Mondeo,2005,95,2005 (55 reg),Manual,Diesel,Bradford ,4990,2.2,5,Unknown,TDCi SIV ST,8.515391569469609
Vauxhall,Insignia,2014,90,2014 (63 reg),Manual,Diesel,Sheffield ,2495,2.0,5,Unknown,CDTi [163] ecoFLEX Design [Start Stop],7.822444729489319
Land Rover,Discovery,2021,25,2021 (21 reg),Auto,Diesel,Oldham ,41949,3.0,5,Euro 6 (s/s),D300 MHEV R-Dynamic SE SUV Diesel Auto 4WD (300 ps),10.644233711895351
Honda,Civic,2011,146,2011 (11 reg),Manual,Petrol,Keighley West ,1989,1.8,5,Unknown,i-VTEC Ti,7.595889917718538
Alfa Romeo,Giulietta,2013,140,2013 (13 reg),Auto,Diesel,York ,4495,2.0,5,Unknown,- JTDM-2 170 Sportiva TCT,8.410943391573527
Land Rover,Range Rover,2020,60,2020 (70 reg),Auto,Diesel,Oldham ,51950,4.4,5,Euro 6 (s/s),SD V8 Autobiography Auto 4WD LWB,10.858056245620261
Volvo,V50,2010,144,2010 (60 reg),Manual,Diesel,Wakefield ,2495,1.6,5,Euro 5,D2 R-Design,7.822444729489319
Mercedes-Benz,A-Class,2018,23,2018 (68 reg),Auto,Diesel,Keighley ,14989,2.1,5,Euro 6 (s/s),A200d AMG Line (Premium) 7G-DCT,9.615138591096644
Peugeot,208,2023,10,2023 (73 reg),Auto,Petrol,Keighley ,17495,1.2,5,Euro 6 (s/s),PureTech Allure Premium EAT,9.769727562356604
BMW,3 Series,2012,111,2012 (12 reg),Manual,Diesel,Sheffield ,4650,2.0,2,Euro 5 (s/s),320d Sport Plus Edition,8.444837529224097
Volkswagen,Polo,2015,139,2015 (15 reg),Manual,Petrol,Pudsey ,3995,1.0,3,Unknown,75 SE,8.293049139768444
Ford,Kuga,2017,143,2017 (17 reg),Manual,Petrol,Keighley ,4989,1.5,5,Unknown,EcoBoost Zetec (s/s),8.515191188745565
Vauxhall,Mokka,2025,26,2025 (25 reg),Manual,Petrol,Huddersfield ,22998,1.2,5,Unknown,- Turbo 136 GS,10.043206015705211
Mercedes-Benz,S-Class,2013,110,2013 (63 reg),Auto,Diesel,OLDHAM ,11695,3.0,4,Unknown,- S350L V6 BlueTEC SE Line,9.36700218198956
Mercedes-Benz,B-Class,2016,166,2016 (66 reg),Manual,Diesel,Keighley ,4989,1.5,5,Euro 6 (s/s),B180d SE (Executive),8.515191188745565
Land Rover,Discovery,2018,110,2018 (68 reg),Auto,Diesel,Keighley ,22989,3.0,5,Euro 6 (s/s),SD V6 HSE Luxury Auto 4WD,10.042814617757227
Volvo,V40,2014,107,2014 (64 reg),Manual,Diesel,Mexborough ,4695,1.6,5,Euro 5 (s/s),D2 R-Design Lux Nav,8.454466361507933
Peugeot,2008,2017,106,2017 (17 reg),Manual,Petrol,Keighley ,3989,1.2,5,Euro 6,PureTech Active,8.29154650988391
Bentley,Continental,2007,88,2007 (57 reg),Auto,Petrol,Keighley ,19989,6.0,2,Unknown,GTC,9.902987427494446
Nissan,Qashqai,2017,111,2017 (67 reg),Manual,Diesel,Leeds ,7690,1.6,5,Unknown,dCi TEKNA + NEW SHAPE + PANORAMIC ROOF + LEATHER + 360 CAMERA +,8.947806093057054
Audi,A3,2013,134,2013 (13 reg),Manual,Diesel,Bradford ,4990,2.0,5,Unknown,S LINE TDI 6SPD MANUAL +HPI CLEAR +,8.515391569469609
Alfa Romeo,Giulia,2025,28,2025 (25 reg),Auto,Petrol,Huddersfield ,38998,2.0,4,Unknown,- Turbo Veloce Auto,10.571291283757406
BMW,1 Series,2014,167,2014 (64 reg),Auto,Diesel,Keighley ,5789,2.0,5,Unknown,118d SE Sports Hatch (s/s),8.663887570567042
Honda,Civic,2015,64,2015 (15 reg),Manual,Diesel,Doncaster ,7749,1.6,5,Unknown,- i-DTEC SE Plus,8.955448122347393
Kia,Niro,2020,156,2020 (20 reg),Auto,Electric,Bradford ,8250,1.6,5,Unknown,150kW First Edition 64kWh Auto,9.018089684104343
Ford,Fiesta,2011,65,2011 (11 reg),Manual,Petrol,Keighley ,3695,1.4,5,Unknown,Zetec,8.215006432761575
Honda,HR-V,2017,123,2017 (67 reg),Manual,Diesel,Keighley ,6989,1.6,5,Unknown,i-DTEC EX (s/s),8.852235835227855
Mercedes-Benz,CLA,2022,27,2022 (72 reg),Auto,Hybrid,Leeds ,26989,1.3,4,Unknown,250e PHEV 260 BHP AMG LINE NIGHT EDITION PREMIUM PLUS,10.20322170601205
Fiat,500,2012,94,2012 (62 reg),Manual,Petrol,Keighley ,2500,1.2,3,Euro 4,Pop,7.824445930877619
Ford,Kuga,2015,102,2015 (64 reg),Manual,Diesel,Oldham ,6690,2.0,5,Euro 6 (s/s),TDCi Titanium X Sport AWD,8.808518618782816
BMW,1 Series,2014,79,2014 (14 reg),Auto,Petrol,Leeds ,12995,1.6,5,Unknown,M135i M Performance Step Auto,9.472396896788991
Audi,A1,2013,133,2013 (13 reg),Manual,Diesel,Bradford ,4299,1.6,5,Unknown,TDI S Line,8.366370301681654
Audi,Q7,2019,124,2019 (19 reg),Auto,Diesel,Keighley ,21989,3.0,5,Euro 6 (s/s),TDI V6 50 Black Edition Tiptronic quattro,9.998343083548807
Land Rover,Range Rover Sport,2015,46,2015 (65 reg),Auto,Diesel,Sheffield ,21995,3.0,5,Unknown,SDV6 [306] Autobiography Dyn Auto [7 seat],9.998615897627705
Land Rover,Range Rover Evoque,2015,75,2015 (65 reg),Auto,Diesel,Bradford ,15500,2.2,5,Euro 5 (s/s),SD4 Dynamic Auto 4WD,9.648659816955295
Vauxhall,Mokka,2024,183,2024 (74 reg),Auto,Electric,York ,20998,1.6,5,Unknown,- 100kW Ultimate 50kWh Auto,9.952230096524119
Jaguar,XF,2012,88,2012 (62 reg),Auto,Diesel,Sheffield ,6450,2.2,4,Unknown,D PORTFOLIO 4d 190 BHP,8.771990436532242
BMW,X1,2014,115,2014 (14 reg),Manual,Diesel,Sheffield ,5189,2.0,5,Euro 5 (s/s),18d xLine xDrive,8.554488976159934
Audi,RS4,2022,26,2022 (22 reg),Auto,Petrol,Dronfield ,58995,1.6,5,Unknown,RS 4 TFSI Quattro Vorsprung Tiptronic,10.985224923979393
BMW,3 Series,2014,123,2014 (64 reg),Auto,Diesel,Leeds ,9990,3.3,5,Unknown,XDRIVE M SPORT TOURING ESTATE AUTOMATIC + PRO NAV + FSH +,9.209439966733019
BMW,X4,2018,76,2018 (68 reg),Auto,Diesel,York ,21489,2.0,5,Euro 6 (s/s),20d M Sport X Auto xDrive,9.975342989636555
Fiat,500,2014,45,2014 (64 reg),Manual,Petrol,Keighley ,4695,1.2,3,Unknown,S,8.454466361507933
Peugeot,308,2007,114,2007 (57 reg),Manual,Diesel,Wakefield ,1695,1.6,5,Unknown,HDi FAP SE,7.4360278163518485
BMW,M3,2002,109,2002 (52 reg),Auto,Petrol,Wakefield ,13495,3.2,2,Euro 4,i SMG,9.510148624225804
Citroen,C4,2007,101,2007 (57 reg),Manual,Petrol,Bradford ,1790,1.4,5,Unknown,i 16V LX,7.490529402060711
Hyundai,TUCSON,2019,90,2019 (19 reg),Manual,Petrol,Doncaster ,9489,1.6,5,Unknown,- GDi SE Nav 2WD,9.157993891603974
SEAT,Ateca,2016,103,2016 (66 reg),Manual,Diesel,Keighley ,7989,2.0,4,Euro 6 (s/s),TDI XCELLENCE ive,8.98594603876032
Kia,Picanto,2015,85,2015 (15 reg),Manual,Petrol,Castleford ,3895,1.0,5,Unknown,1,8.267705664762426
BMW,2 Series,2015,172,2015 (65 reg),Auto,Diesel,Huddersfield ,5490,2.2,5,Unknown,M Sport Step Auto / 7 Seater / £35 Tax.,8.610865667278873
Vauxhall,Agila,2011,28,2011 (11 reg),Auto,Petrol,Wakefield ,5490,1.2,5,Unknown,- VVT SE Auto ## APPLE/ANDROID CAR PLAY FITTED##,8.610865667278873
Land Rover,Discovery,2015,125,2015 (15 reg),Auto,Diesel,Leeds ,14990,3.0,5,Unknown,SDV6 HSE LUXURY AUTO + 7 SEATS + LEATHER + PAN ROOF + TV'S +,9.615205300012315
Vauxhall,Insignia,2018,44,2018 (68 reg),Manual,Diesel,Sheffield ,10495,1.6,5,Unknown,Turbo D [136] Elite Nav,9.25874951118387
Audi,A3,2016,104,2016 (66 reg),Auto,Diesel,Dukinfield ,7995,1.6,5,Euro 6 (s/s),TDI SE Technik Sportback S Tronic,8.98669669562029
BMW,5 Series,2017,113,2017 (67 reg),Auto,Diesel,Dukinfield ,13495,2.0,4,Euro 6 (s/s),520d M Sport Auto xDrive,9.510148624225804
Renault,Captur,2013,95,2013 (63 reg),Manual,Petrol,Halifax ,4950,0.9,5,Euro 5 (s/s),TCe ENERGY Dynamique S MediaNav,8.507344855361422
Dacia,Sandero Stepway,2014,69,2014 (63 reg),Manual,Petrol,Wakefield ,4000,0.9,5,Unknown,TCe Laureate,8.294299608857235
Ford,Fiesta,2012,80,2012 (62 reg),Manual,Petrol,Wakefield ,2989,1.2,3,Unknown,5 Edge,8.003028666384733
Land Rover,Range Rover Velar,2018,66,2018 (68 reg),Auto,Diesel,Bradford ,22999,2.0,5,Unknown,D180 R-Dynamic SE Auto,10.043249494911286
Land Rover,Range Rover,2015,70,2015 (65 reg),Auto,Diesel,Oldham ,27950,4.4,5,Euro 6 (s/s),SD V8 Autobiography Auto 4WD,10.238208256118535
Nissan,Juke,2024,1,2024 (24 reg),Auto,Petrol,York ,24990,1.0,5,Unknown,DiG-T Tekna DCT,10.126271039034782
BMW,M4,2021,27,2021 (21 reg),Auto,Petrol,"Holmfirth, Hepworth ",53495,3.0,2,Unknown,- M4 Competition Coupe,10.887362163733814
MINI,Hatch,2014,97,2014 (63 reg),Manual,Petrol,Knaresborough ,3995,1.6,3,Unknown,One,8.293049139768444
Vauxhall,Adam,2014,82,2014 (64 reg),Manual,Petrol,"Oldham, Chadderton ",3595,1.2,3,Euro 5,16v JAM,8.18757739559151
Honda,HR-V,2016,120,2016 (16 reg),Manual,Diesel,Keighley ,5989,1.6,5,Unknown,i-DTEC SE Navi (s/s),8.697846691109495
Mercedes-Benz,E-Class,2014,158,2014 (14 reg),Auto,Diesel,Bradford ,4950,1.6,2,Unknown,E220 CDI AMG Sport 7G-Tronic,8.507344855361422
Nissan,X-Trail,2024,10,2024 (74 reg),Auto,Hybrid,York ,36990,1.5,5,Unknown,E-Power 204 Tekna Xtronic,10.518429918794682
Ford,Focus,2017,93,2017 (17 reg),Manual,Diesel,Sheffield ,8450,1.5,5,Euro 6 (s/s),TDCi ST-Line Hatchback Diesel Manual (120 ps),9.042040056544483
Suzuki,Swift,2009,135,2009 (59 reg),Manual,Petrol,Rochdale ,1199,1.3,3,Unknown,GL,7.090076835776092
Audi,A4 Avant,2015,85,2015 (15 reg),Auto,Diesel,Shipley ,8295,2.0,5,Euro 5 (s/s),TDI SE Technik Multitronic,9.023528749909364
Porsche,911,2005,58,2005 (54 reg),Auto,Petrol,Cottingley ,25995,1.6,2,Unknown,- 997 Carrera S,10.16569795901424
Land Rover,Range Rover Sport,2018,83,2018 (18 reg),Auto,Diesel,High Peak ,24995,3.0,5,Unknown,SDV6 HSE Auto,10.126471091048971
Audi,A4,2017,107,2017 (17 reg),Manual,Petrol,Doncaster ,8489,2.0,4,Unknown,- FSI Sport,9.046644279305394
Land Rover,Range Rover,2016,70,2016 (16 reg),Auto,Diesel,Oldham ,26950,4.4,5,Euro 6 (s/s),SD V8 Autobiography Auto 4WD,10.201775681400134
Ford,Kuga,2024,10,2024 (74 reg),Auto,Petrol,Castleford ,28500,1.6,5,Unknown,- ST-LINE- With Drivers Assistance Pack CVT,10.25769445336048
Audi,Q5,2016,111,2016 (16 reg),Manual,Diesel,Chesterfield ,9990,2.0,5,Unknown,TDI [190] Quattro S Line Plus,9.209439966733019
Porsche,Macan,2021,45,2021 (71 reg),Auto,Petrol,Oldham ,47449,2.9,5,Euro 6 (s/s),V6 S SUV Petrol PDK 4WD (380 ps),10.767431804038074
BMW,X1,2013,70,2013 (63 reg),Auto,Diesel,Bradford ,7495,2.0,5,Euro 5 (s/s),20d M Sport SUV Diesel Auto xDrive (184 ps),8.922124823918258
Vauxhall,Insignia,2018,92,2018 (18 reg),Manual,Diesel,Keighley ,7989,1.6,5,Euro 6 (s/s),Turbo D ecoTEC BlueInjection Elite Nav Sports Tourer,8.98594603876032
Mercedes-Benz,A-Class,2019,90,2019 (69 reg),Manual,Petrol,Keighley ,12989,1.3,5,Euro 6 (s/s),A200 Sport (Executive),9.471935109664646
BMW,3 Series,2010,106,2010 (10 reg),Manual,Diesel,Sheffield ,3495,2.0,2,Euro 5,320d M Sport,8.159374736775426
Land Rover,Defender,2022,25,2022 (22 reg),Auto,Diesel,Oldham ,49749,3.0,3,Euro 6 (s/s),D250 MHEV X-Dynamic HSE SUV Diesel Auto 4WD (250 ps),10.814765742586738
Kia,Sportage,2016,73,2016 (16 reg),Manual,Diesel,Chesterfield ,10000,1.7,5,Unknown,CRDi ISG 3,9.210440366976517
Ford,Focus,2011,70,2011 (11 reg),Manual,Petrol,Bradford ,7490,2.5,5,Unknown,SIV ST-2,8.921457578947884
Jaguar,XJ,2006,158,2006 (6 reg),Auto,Diesel,Keighley ,2489,2.7,4,Unknown,TDVi Sovereign,7.820037989458753
Land Rover,Discovery,2018,103,2018 (68 reg),Auto,Diesel,Keighley ,21989,3.0,5,Euro 6 (s/s),SD V6 HSE Auto 4WD,9.998343083548807
Audi,TT,2015,81,2015 (15 reg),Auto,Petrol,Leeds ,12290,2.0,2,Unknown,FSI QUATTRO S LINE S TRONIC,9.416622566214981
Volkswagen,Passat,2016,160,2016 (66 reg),Auto,Diesel,Leeds ,8290,2.0,5,Unknown,"TDI GT ESTATE DSG + LEATHER + PANROOF +,£20 YR TAX + 12 MONTH MOT",9.022925868116218
Peugeot,107,2013,63,2013 (63 reg),Manual,Petrol,Keighley ,2989,1.0,5,Euro 5,12V Envy,8.003028666384733
Renault,Twingo,2015,100,2015 (65 reg),Manual,Petrol,Leeds ,3990,0.9,5,Unknown,TCE DYNAMIQUE S [Start Stop] + £0 ROAD TAX +,8.291797105048733
Audi,A4,2013,102,2013 (63 reg),Manual,Diesel,Sheffield ,7450,2.0,4,Euro 5 (s/s),TDI Black Edition Saloon Diesel Manual quattro (177 ps,8.916103530553727
Nissan,Juke,2024,10,2024 (74 reg),Auto,Petrol,York ,24495,1.0,5,Unknown,DiG-T Tekna DCT,10.106265117897465
Peugeot,107,2013,55,2013 (13 reg),Manual,Petrol,Castleford ,3490,1.0,5,Euro 5,- L Active Hatchback Petrol Manual (68 bhp),8.157943507105037
Mercedes-Benz,A-Class,2013,98,2013 (13 reg),Auto,Diesel,Rochdale ,7995,1.8,5,Euro 5,A180 CDI BlueEfficiency AMG Sport Hatchback Diesel 7G-DCT (s,8.98669669562029
Peugeot,208,2022,83,2022 (22 reg),Manual,Diesel,Keighley ,8989,1.5,5,Euro 6 (s/s),BlueHDi GT,9.103868127465667
Subaru,Impreza,2007,51,2007 (7 reg),Manual,Petrol,Keighley ,13989,2.5,4,Unknown,WRX STI Type UK,9.546098067659527
BMW,1 Series,2022,36,2022 (72 reg),Auto,Petrol,Huddersfield ,27995,2.0,5,Euro 6 (s/s),M135i Hatchback Petrol Auto xDrive (306 ps),10.23981692180943
Land Rover,Range Rover Sport,2022,30,2022 (71 reg),Auto,Diesel,Sheffield ,38480,3.0,5,Euro 6 (s/s),- D250 MHEV HSE SUV Diesel Auto 4WD (250 ps),10.55791989196796
Volvo,V90,2019,70,2019 (19 reg),Auto,Diesel,Harrogate ,22489,2.0,5,Euro 6 (s/s),D5 PowerPulse Auto AWD,10.020826044953361
Jeep,Renegade,2016,95,2016 (16 reg),Manual,Petrol,Keighley ,4789,1.4,5,Euro 6 (s/s),MultiAirII Longitude,8.474285690404962
Audi,S3,2010,102,2010 (60 reg),Auto,Petrol,Keighley ,7989,2.0,5,Unknown,TFSI Black Edition Sportback S Tronic quattro,8.98594603876032
Peugeot,308 SW,2009,101,2009 (9 reg),Manual,Diesel,Wakefield ,1995,1.6,5,Unknown,HDi FAP Sport,7.59890045687141
Mitsubishi,Outlander,2015,68,2015 (15 reg),Auto,Hybrid,Bradford ,10290,2.0,5,Euro 5 (s/s),h 12kWh GX4h CVT 4WD,9.239025005836092
Fiat,500,2015,51,2015 (64 reg),Manual,Petrol,Wakefield ,4590,1.2,3,Unknown,- S [AC] ## £35 ROAD TAX - STUNNING CAR ##,8.431853144249223
Ford,Kuga,2013,164,2013 (13 reg),Manual,Diesel,Bradford ,3499,2.0,5,Unknown,2013 TDCi 163 Titanium SAT NAV HALF LEATHER,8.160518247477505
Volkswagen,up!,2014,48,2014 (14 reg),Manual,Petrol,Keighley ,4695,1.0,3,Unknown,Move Up,8.454466361507933
Honda,Civic,2008,111,2008 (8 reg),Manual,Diesel,Keighley ,1989,2.2,3,Unknown,i-CTDi Type S GT,7.595889917718538
Audi,A8,2022,10,2022 (72 reg),Auto,Diesel,Cleckheaton ,44495,1.6,4,Unknown,- TDI V6 Black Edition,10.703154576473747
Nissan,Qashqai,2024,300,2024 (74 reg),Auto,Hybrid,York ,32990,1.5,5,Unknown,E-Power N-Connecta Auto,10.403990075979044
Ford,Fiesta,2017,75,2017 (17 reg),Manual,Petrol,Chesterfield ,6495,1.0,5,Unknown,EcoBoost Zetec,8.778941881841513
Ford,Ecosport,2018,66,2018 (18 reg),Manual,Diesel,Doncaster ,7995,1.5,5,Unknown,- TDCi Titanium,8.98669669562029
Ford,Fiesta,2015,54,2015 (64 reg),Manual,Petrol,Chesterfield ,5895,1.0,5,Unknown,EcoBoost Zetec,8.682029433869172
Volkswagen,Tiguan,2016,66,2016 (66 reg),Auto,Diesel,Keighley ,16989,2.0,5,Euro 6 (s/s),TDI BlueMotion Tech R-Line DSG,9.740380214665977
Alfa Romeo,Tonale,2025,119,2025 (25 reg),Auto,Petrol,Huddersfield ,30998,1.5,5,Unknown,- MHEV Veloce Auto,10.341710224882465
Alfa Romeo,Tonale,2025,10,2025 (25 reg),Auto,Petrol,Huddersfield ,30998,1.5,5,Unknown,- MHEV Veloce Auto,10.341710224882465
Jaguar,XJ,2013,120,2013 (13 reg),Auto,Diesel,Leeds ,8690,3.0,4,Unknown,d V6 PORTFOLIO AUTOMATIC [8] + FULLY LOADED + TIMING CHAIN CHANGED +,9.07004328643746
Volvo,V40,2018,43,2018 (68 reg),Auto,Petrol,Castleford ,12990,1.6,5,Unknown,- T2 [122] R DESIGN Pro Geartronic,9.472012088995733
