Brand,Model,Year,Miles(k miles),Registration,Control,Fuel,Location,Price(£),EngineSize,Doors,Emission,ModelFull
Cupra,Born,2024.0,11,2024 (74 reg),Auto,Electric,Huddersfield ,24995,,5,,- 58kwh V3 Hatchback Electric Auto 204 Ps
BMW,3 Series,2008.0,153,2008 (57 reg),Auto,Diesel,Halifax ,1700,2.0,4,Euro 4,- 320d M Sport Auto
Peugeot,3008,2017.0,67,2017 (17 reg),Auto,Diesel,Rotherham ,6990,1.6,5,Euro 6 (s/s),BlueHDi Allure EAT
Volvo,V40,2016.0,72,2016 (66 reg),Manual,Diesel,Doncaster ,8175,,5,,D2 [120] R DESIGN Nav Plus *FSH & MOT 08/26*
Ford,Focus,2012.0,69,2012 (62 reg),Manual,Petrol,Oldham ,3890,1.0,5,Euro 5 (s/s),EcoBoost Zetec
Volvo,V60,2011.0,154,2011 (11 reg),Manual,Diesel,Batley ,3295,,5,,DRIVe [115] R DESIGN
Kia,Sportage,2025.0,49,2025 (74 reg),Manual,Petrol,Worksop ,27200,1.6,5,,- GDi ISG GT-Line
Peugeot,308,2015.0,68,2015 (15 reg),Manual,Diesel,Rotherham ,4190,1.6,5,Euro 5 (s/s),HDi Active
Peugeot,2008,2017.0,96,2017 (17 reg),Manual,Diesel,Leeds ,4940,1.6,5,Euro 6,BlueHDi Active
Volkswagen,Polo,2020.0,18,2020 (70 reg),Manual,Petrol,Huddersfield ,14445,1.0,5,,TSI 95 Match Petrol Hatchback
Vauxhall,Corsa,2025.0,99,2025 (25 reg),Manual,Petrol,Oldham ,16450,1.2,5,Euro 6,- Turbo Yes Hatchback Petrol Manual s/s 100 Ps
Mercedes-Benz,A-Class,2014.0,87,2014 (64 reg),Manual,Diesel,Wakefield ,7489,2.1,5,,A200 CDI 136 BHP AMG SPORT EDITION
Ford,Puma,2021.0,40,2021 (21 reg),Manual,Petrol,Leeds ,13995,1.0,5,Euro 6 (s/s),EcoBoost MHEV ST-Line X SUV Petrol Manual (125 ps)
Tesla,Model Y,2022.0,26,2022 (72 reg),Auto,Electric,Oldham ,25799,,5,,(Dual Motor) Long Range SUV Electric Auto 4WDE (384 bhp)
Suzuki,SX4 S-Cross,2013.0,91,2013 (63 reg),Manual,Diesel,Rochdale ,3490,1.6,5,Euro 5 (s/s),DDiS SZ5 ALLGRIP
Ford,Kuga,2014.0,111,2014 (14 reg),Manual,Diesel,Halifax ,4595,2.0,5,Euro 5,TDCi Titanium X 2WD
Lexus,IS,2014.0,247,2014 (64 reg),Auto,Hybrid,Northowram ,4995,,4,,300h Executive Edition CVT Auto
Vauxhall,Corsa,2023.0,741,2023 (73 reg),Manual,Petrol,Doncaster ,17498,1.2,5,,- Turbo Ultimate
Dacia,Duster,2017.0,50,2017 (17 reg),Manual,Diesel,Rotherham ,6490,1.5,5,Euro 6 (s/s),dCi Laureate
MINI,Hatch,2017.0,56,2017 (17 reg),Manual,Petrol,Doncaster ,9495,2.0,3,,Cooper S
Vauxhall,Mokka,2013.0,116,2013 (13 reg),Manual,Diesel,Sheffield ,2790,1.7,5,Euro 5 (s/s),CDTi Tech Line 4WD
Honda,CR-V,2018.0,50,2018 (18 reg),Manual,Petrol,Wakefield ,14489,2.0,5,,i-VTEC 155 BHP EX EDITION 4WD SUV ( PANORAMIC ROOF )
Ford,Fiesta,2017.0,73,2017 (67 reg),Manual,Petrol,Castleford ,7490,,5,,- TITANIUM
Jaguar,I-Pace,2021.0,10,2021 (71 reg),Auto,Electric,Halifax ,23990,,5,,400 90kWh Black Auto 4WD
Fiat,500,2014.0,33,2014 (64 reg),Auto,Petrol,Yeadon ,7190,1.2,3,Euro 6 (s/s),Pop Dualogic
Fiat,Punto,2005.0,34,2005 (55 reg),Manual,Petrol,Rotherham ,1350,1.2,3,,Active
Fiat,500,2013.0,70,2013 (13 reg),Manual,Petrol,Wakefield ,3290,1.2,3,,- Lounge [Start Stop] ## £35 ROAD TAX - STUNNING CAR ##
Ford,Ka,2010.0,52,2010 (60 reg),Manual,Petrol,Batley ,3195,1.2,3,,Titanium
MINI,Hatch,2016.0,97,2016 (16 reg),Manual,Diesel,Yeadon ,6440,2.0,3,Euro 6 (s/s),Cooper SD
Land Rover,Defender 110,2006.0,105,2006 (56 reg),Manual,Diesel,Wakefield ,14295,2.5,5,,TD5 County
Vauxhall,Mokka,2025.0,1,2025 (74 reg),Auto,Electric,Barnsley ,19845,,5,,- 100kW Griffin 50kWh Auto
Land Rover,Range Rover Evoque,2016.0,52,2016 (66 reg),Manual,Diesel,Harrogate ,11995,,5,,- ED4 SE TECH
BMW,iX3,2023.0,28,2023 (23 reg),Auto,Electric,Sheffield ,33250,,5,,- 80kWh M Sport Pro SUV Electric Auto (286 ps)
Volkswagen,Golf,2021.0,99,2021 (21 reg),Auto,Hybrid,Bradford ,15290,1.5,5,Euro 6 (s/s),eTSI MHEV R-Line DSG
Ford,Fiesta,2014.0,67,2014 (64 reg),Manual,Petrol,Rotherham ,6950,1.6,3,Euro 5,EcoBoost ST-2
Kia,Sportage,2017.0,81,2017 (17 reg),Auto,Diesel,Chesterfield ,9495,1.7,5,,CRDi ISG 2 DCT Auto
Mercedes-Benz,E-Class,2015.0,135,2015 (64 reg),Auto,Diesel,Bradford ,6995,2.1,4,Euro 6 (s/s),- BlueTEC AMG Line G-Tronic+
Vauxhall,Corsa,2025.0,1,2025 (74 reg),Auto,Electric,Barnsley ,17730,,5,,- 100kW Yes 50kWh Auto
Volkswagen,Polo,2018.0,80,2018 (18 reg),Auto,Petrol,Wakefield ,11995,2.0,5,Euro 6 (s/s),TSI GTI Hatchback Petrol DSG (200 ps)
Volvo,EX30,2025.0,15,2025 (25 reg),Auto,Electric,Bradford ,30850,,5,,"Plus Single Motor Extended Range (Park Camera, Harman/Kardon, Heated Seats)"
Ford,Fiesta,2011.0,154,2011 (11 reg),Manual,Diesel,Sheffield ,1695,1.6,5,,TDCi DPF Titanium
Audi,Q7,2015.0,84,2015 (65 reg),Auto,Diesel,Ossett ,17495,3.0,5,,- TDI Quattro S Line Tip Auto
Ford,Focus,2015.0,59,2015 (15 reg),Auto,Petrol,Swinton ,7250,1.6,5,,- Titanium Navigation Automatic A/C
Ford,Focus,2018.0,93,2018 (18 reg),Manual,Diesel,Yeadon ,5995,1.5,5,Euro 6 (s/s),TDCi Zetec Edition
Vauxhall,Grandland X,2020.0,75,2020 (70 reg),Manual,Diesel,Rotherham ,7990,1.5,5,,Turbo D SRi Nav
BMW,X5,2023.0,30,2023 (72 reg),Auto,Diesel,Oldham ,44749,3.0,5,Euro 6 (s/s),30d MHT M Sport SUV Diesel Hybrid Auto xDrive (286 ps)
Peugeot,2008,2024.0,992,2024 (74 reg),Auto,Petrol,BARNSLEY ,21628,1.2,5,Euro 6,- Puretech Gt Suv Petrol Eat s/s 130 Ps
Jeep,Compass,2018.0,60,2018 (68 reg),Manual,Petrol,Leeds ,8680,1.4,5,Euro 6 (s/s),MultiAirII Longitude
Nissan,Juke,2025.0,3,2025 (25 reg),Auto,Petrol,Rochdale ,25914,1.0,5,,- DIG-T 114 TEKNA DCT
Skoda,Superb,2021.0,123,2021 (71 reg),Manual,Diesel,Keighley ,9989,2.0,5,Euro 6 (s/s),TDI SE L
BMW,1 Series,2019.0,33,2019 (19 reg),Auto,Petrol,Bradford ,22990,,3,,M140i [Nav] Step Auto
Hyundai,Santa Fe,2012.0,110,2012 (12 reg),Auto,Diesel,Sheffield ,4190,2.2,5,Euro 5,CRDi Premium Auto 4WD (5 seat)
Tesla,Model Y,2022.0,25,2022 (72 reg),Auto,Electric,Oldham ,25999,,5,,(Dual Motor) Long Range SUV Electric Auto 4WDE (384 bhp)
BMW,M5,2015.0,60,2015 (65 reg),Auto,Petrol,Wakefield ,22495,4.4,4,Euro 6 (s/s),V8 Saloon Petrol DCT (560 ps)
Audi,Q3,2014.0,51,2014 (14 reg),Auto,Petrol,Leeds ,12695,2.0,5,Euro 5 (s/s),TFSI S line Plus SUV Petrol S Tronic quattro (211 ps)
Volkswagen,Golf,2019.0,58,2019 (19 reg),Auto,Petrol,"Leeds, Morley, Gildersome ",21495,2.0,5,Euro 6 (s/s),TSI GTI Performance DSG
Chrysler,Ypsilon,2013.0,39,2013 (13 reg),Manual,Petrol,Mexborough ,3295,1.2,5,,SE
SEAT,Leon,2015.0,80,2015 (65 reg),Auto,Diesel,Brighouse ,8290,2.0,5,,TDI FR DSG
Volvo,EX30,2024.0,25,2024 (74 reg),Auto,Electric,Doncaster ,31500,,5,,"- Plus, Twin Motor Performance, Electric"
Honda,ZR-V,2025.0,10,2025 (25 reg),Auto,Hybrid,Bradford ,29995,2.0,5,,eHEV Elegance CVT Hybrid Estate
Ford,Focus,2015.0,32,2015 (65 reg),Auto,Petrol,Castleford ,8490,1.6,5,,- 125 Titanium Powershift -1 FORMER KEEPER-
Peugeot,508,2014.0,102,2014 (64 reg),Manual,Diesel,Bradford ,2995,2.0,4,Euro 5,HDi Allure
MG,MG HS,2025.0,5,2025 (25 reg),Manual,Petrol,Leeds ,22498,1.5,5,,- T-GDI SE
Renault,Captur,2020.0,67,2020 (70 reg),Manual,Petrol,Sheffield ,9499,,5,,Iconic TCe 130
Peugeot,5008,2014.0,61,2014 (63 reg),Manual,Diesel,Castleford ,5290,1.6,5,,- HDi 115 Allure -1 FORMER KEEPER-
Peugeot,5008,2020.0,102,2020 (20 reg),Auto,Petrol,Keighley ,11989,1.2,5,Euro 6 (s/s),PureTech Allure EAT
Fiat,500,2009.0,79,2009 (59 reg),Manual,Petrol,Yeadon ,3495,1.4,3,Euro 5 (s/s),Lounge
Ford,Focus,2024.0,6,2024 (74 reg),Auto,Petrol,Leeds ,21399,1.0,5,,- Ecoboost Hybrid Mhev 155 Titanium Auto
Jaguar,E-Pace,2022.0,21,2022 (72 reg),Auto,Hybrid,Harrogate ,28750,1.5,5,Euro 6 (s/s),P300e 1kWh R-Dynamic SE Auto AWD
Citroen,C3,2021.0,70,2021 (21 reg),Manual,Petrol,Leeds ,7980,1.2,5,Euro 6 (s/s),PureTech Shine
Audi,A1,2013.0,92,2013 (13 reg),Manual,Diesel,Chesterfield ,4495,1.6,5,,TDI Sport
Volvo,EX30,2025.0,3,2025 (25 reg),Auto,Electric,Wakefield ,34995,,5,,"- Ultra Twin Motor Performance, Electric DELIVERY MILES"
Citroen,C4 Grand Picasso,2015.0,130,2015 (15 reg),Manual,Diesel,Dalton Magna ,3995,1.6,5,,e-HDi 115 Exclusive+
Renault,Grand Scenic,2011.0,123,2011 (61 reg),Manual,Diesel,Oldham ,2395,1.6,5,Euro 5 (s/s),dCi Dynamique TomTom
Volvo,EX30,2025.0,3,2025 (25 reg),Auto,Electric,Wakefield ,30950,,5,,"- Plus, Single Motor Extended Range Electric DELIVERY MILES"
MG,MG HS,2025.0,645,2025 (25 reg),Auto,Hybrid,Wakefield ,29990,1.5,5,,- T-GDI PHEV Trophy Auto
BMW,M2,2024.0,3,2024 (74 reg),Auto,Petrol,Cleckheaton ,60995,,3,,- BiTurbo
Skoda,Superb,2018.0,130,2018 (67 reg),Auto,Diesel,Wakefield ,7990,2.0,5,,TDI CR 190 SE L Executive DSG
BMW,1 Series,2014.0,110,2014 (14 reg),Manual,Diesel,Sheffield ,4995,1.2,5,,M Sport
Skoda,Yeti,2014.0,45,2014 (14 reg),Auto,Diesel,Castleford ,11990,2.0,5,,- TDI CR [140] SE 4x4 DSG -FSH INCL TIMING BELT-
Jeep,Renegade,2016.0,68,2016 (16 reg),Manual,Petrol,Rotherham ,6290,1.6,5,Euro 6 (s/s),E-TorQ Sport
BMW,X3,2014.0,85,2014 (64 reg),Auto,Diesel,Leeds ,11799,2.0,5,Euro 6 (s/s),- 20d M Sport Auto xDrive
Citroen,C4 Grand Picasso,2016.0,39,2016 (16 reg),Manual,Diesel,Castleford ,8990,1.6,5,,- BlueHDi Selection -FULL SERVICE HISTORY-
Mercedes-Benz,SLK,2009.0,99,2009 (9 reg),Auto,Petrol,Dalton Magna ,3995,,2,,SLK 200K Tip Auto
Mercedes-Benz,GLA,2015.0,125,2015 (15 reg),Auto,Diesel,Castleford ,6490,,5,,- GLA200 CDI SPORT EXECUTIVE
Vauxhall,Crossland X,2020.0,32,2020 (20 reg),Manual,Petrol,Leeds ,9485,1.2,5,,- ELITE NAV [SAT NAV & STUNNING EXAMPLE]
Volkswagen,Tiguan,2016.0,110,2016 (16 reg),Auto,Diesel,Ossett ,9995,2.0,5,,- TDi 150 4Motion SEL DSG
BMW,1 Series,2015.0,76,2015 (65 reg),Manual,Petrol,Oldham ,8796,1.5,5,Euro 6 (s/s),118i M Sport
Mercedes-Benz,C-Class,2018.0,138,2018 (68 reg),Auto,Diesel,Bradford ,10650,2.0,4,Euro 6 (s/s),C220d AMG Line G-Tronic+
Vauxhall,Grandland X,2019.0,113,2019 (19 reg),Manual,Petrol,Leeds ,5995,1.2,5,,Turbo Sport Nav
Vauxhall,Corsa,2017.0,64,2017 (67 reg),Manual,Petrol,Swinton ,5250,1.4,5,,- i ecoTEC SRi Hatchback A/C
Vauxhall,Mokka,2021.0,49,2021 (71 reg),Manual,Petrol,Doncaster ,12999,1.2,5,,- Turbo SRi Nav Premium
Volvo,EX30,2025.0,50,2025 (25 reg),Auto,Electric,Doncaster ,30995,,5,,"- Plus, Single Motor Extended Range, Electric"
Vauxhall,Corsa,2012.0,66,2012 (62 reg),Manual,Petrol,Sheffield ,3195,1.2,5,Euro 5,16V SXi (A/C)
Citroen,C4 Grand Picasso,2018.0,91,2018 (18 reg),Manual,Diesel,Hyde ,8295,1.6,5,Euro 6 (s/s),BlueHDi Flair
Honda,HR-V,2017.0,105,2017 (17 reg),Manual,Diesel,Keighley ,5989,1.6,5,Euro 6 (s/s),i-DTEC EX
Jaguar,F-Type,2015.0,10,2015 (65 reg),Auto,Petrol,Harrogate ,39989,5.0,2,Euro 6 (s/s),V8 R Auto
Volvo,EX30,2025.0,50,2025 (25 reg),Auto,Electric,Doncaster ,34995,,5,,"- Ultra, Twin Motor Performance, Electric"
MINI,Cooper,2025.0,49,2025 (25 reg),Auto,Electric,Doncaster ,27990,,3,,- 135kW E Exclusive [Level 1] 41kWh Auto
Audi,Q7,2023.0,25,2023 (72 reg),Auto,Petrol,Sheffield ,42980,3.0,5,Euro 6 (s/s),- TFSI V6 55 S line SUV Petrol Tiptronic quattro (340 ps
Volkswagen,Golf,2019.0,32,2019 (68 reg),Manual,Petrol,Oldham ,13999,1.5,5,Euro 6 (s/s),TSI EVO Match Hatchback Petrol Manual (130 ps)
Ford,Fiesta,2018.0,61,2018 (68 reg),Manual,Petrol,Pontefract ,7595,1.0,3,Euro 6 (s/s),EcoBoost Titanium
Ford,Fiesta,2015.0,21,2015 (15 reg),Manual,Petrol,oldham ,7500,1.0,5,,- T EcoBoost Zetec
Ford,Mustang,2022.0,10,2022 (72 reg),Auto,Petrol,Oldham ,41949,5.0,2,Euro 6,V8 GT Fastback Petrol SelShift (450 ps)
Tesla,Model 3,2022.0,26,2022 (22 reg),Auto,Electric,Oldham ,21599,,4,,(Dual Motor) Long Range Saloon Electric Auto 4WDE (346 ps)
MINI,Cooper,2025.0,640,2025 (25 reg),Auto,Electric,Doncaster ,28199,,3,,- 135kW E Exclusive [Level 1] 41kWh Auto
SEAT,Ibiza,2025.0,125,2025 (25 reg),Auto,Petrol,Sheffield ,20269,1.0,5,Euro 6,- Tsi Fr Sport Hatchback Petrol Dsg s/s 115 Ps
Ford,Puma,2025.0,12,2025 (25 reg),Manual,Hybrid,Goole ,23821,1.0,5,,Puma ST-Line L EcoBoost 125PS mHEV 6 Speed Manual
BMW,3 Series,2015.0,137,2015 (15 reg),Auto,Diesel,Bradford ,8375,3.3,5,,xDrive M Sport Step Auto [Business Media]
Toyota,Yaris,2002.0,70,2002 (2 reg),Manual,Petrol,Bradford ,2799,1.3,5,,16v VVTi CDX
Volkswagen,Tiguan,2014.0,82,2014 (14 reg),Manual,Diesel,Doncaster ,6495,2.0,5,Euro 5 (s/s),TDI BlueMotion Tech Match 2WD
Audi,Q5,2015.0,92,2015 (15 reg),Manual,Diesel,Huddersfield ,10995,2.0,5,Euro 6 (s/s),- TDI SE SUV Diesel Manual quattro (190 ps)
Audi,A4,2012.0,55,2012 (12 reg),Auto,Diesel,Dalton Magna ,5995,2.0,4,,TDI 143 SE Multitronic
Hyundai,i10,2018.0,28,2018 (18 reg),Auto,Petrol,Rochdale ,8979,1.2,5,Euro 6,Premium Auto
Land Rover,Range Rover Evoque,2014.0,111,2014 (14 reg),Manual,Diesel,Rotherham ,6990,2.2,5,Euro 5 (s/s),SD4 Dynamic 4WD
Nissan,X-Trail,2014.0,141,2014 (14 reg),Manual,Diesel,Wakefield ,4395,2.0,5,Euro 5,dCi Tekna 4WD (AVM)
Tesla,Model Y,2022.0,31,2022 (72 reg),Auto,Electric,Oldham ,24999,,5,,(Dual Motor) Long Range SUV Electric Auto 4WDE (384 bhp)
Volkswagen,Golf,2021.0,16,2021 (21 reg),Auto,Petrol,Manchester ,22250,2.0,5,,TSI GTI DSG
Volkswagen,Tiguan,2014.0,115,2014 (64 reg),Manual,Diesel,Halifax ,6295,2.0,5,Euro 5 (s/s),TDI BlueMotion Tech R-Line 4WD (Nav)
Lotus,Exige,2020.0,14,2020 (20 reg),Manual,Petrol,Bradford ,50990,3.5,2,,- V6 350 Sport
Volkswagen,Golf,2013.0,104,2013 (13 reg),Manual,Diesel,Doncaster ,4595,2.0,2,,TDI BlueMotion Tech GT
Audi,RS3,2020.0,35,2020 (69 reg),Auto,Petrol,Rochdale ,31995,,4,,RS 3 TFSI 400 Quattro S Tronic
DS,Automobiles DS 3,2016.0,52,2016 (16 reg),Manual,Petrol,Sheffield ,4890,1.2,3,Euro 6,PureTech Chic
Vauxhall,Adam,2015.0,51,2015 (15 reg),Manual,Petrol,Cleckheaton ,4745,1.2,3,Euro 5,16v SLAM
Volvo,EX30,2025.0,261,2025 (25 reg),Auto,Electric,Wakefield ,31950,,5,,"- Ultra, Single Motor Extended Range, Electric"
Jaguar,I-Pace,2020.0,35,2020 (70 reg),Auto,Electric,Sheffield ,19750,,5,,- SE 1 OWNER AIR SUSPENSION BLACK PACK
Volkswagen,Passat,2020.0,60,2020 (70 reg),Auto,Diesel,Castleford ,23500,2.0,5,Euro 6 (s/s),BiTDI R-Line Edition DSG 4Motion
Kia,Picanto,2023.0,11,2023 (23 reg),Manual,Petrol,Doncaster ,14365,1.0,5,,- GDi GT-line S [4 seats] Manual
BMW,1 Series,2013.0,69,2013 (63 reg),Auto,Petrol,Huddersfield ,12495,3.0,5,Euro 6 (s/s),M135i Auto
BMW,X6,2018.0,73,2018 (18 reg),Auto,Diesel,Bradford ,26250,3.0,5,Euro 6 (s/s),M50d SUV Diesel Auto xDrive (381 ps)
Volkswagen,Polo,2024.0,5,2024 (24 reg),Manual,Petrol,Sheffield ,18828,1.0,5,Euro 6 (s/s),TSI R-Line
Kia,Sportage,2014.0,97,2014 (14 reg),Manual,Diesel,Oldham ,5395,1.7,5,Euro 5 (s/s),CRDi EcoDynamics White Edition 2WD
Renault,Captur,2017.0,67,2017 (17 reg),Auto,Diesel,Oldham ,7994,1.5,5,Euro 6 (s/s),dCi ENERGY Dynamique Nav Auto
Ford,Mondeo,2016.0,117,2016 (16 reg),Auto,Diesel,Leeds ,8490,2.0,4,,TDCi (210 BHP) POWERSHIFT SALOON + QUILTED LEATHER + NAV +
BMW,3 Series,2015.0,145,2015 (65 reg),Auto,Diesel,Ossett ,10995,3.4,4,,- 335d xDrive M Sport Step Auto
Skoda,Fabia,2025.0,0,2025 (25 reg),Manual,Petrol,Wakefield ,19244,1.0,5,,- TSI 116 Design Edition Manual
Peugeot,208,2014.0,76,2014 (14 reg),Manual,Petrol,Batley ,2999,1.0,5,,VTi Active
Ford,Mondeo,2013.0,130,2013 (63 reg),Auto,Diesel,Ossett ,3495,2.0,5,,- TDCi 163 Titanium X Sport Powershift
Audi,A3,2017.0,72,2017 (17 reg),Manual,Diesel,Keighley ,10989,1.6,4,Euro 6 (s/s),TDI Black Edition
Volkswagen,Polo,2011.0,130,2011 (61 reg),Manual,Petrol,Bradford ,2495,1.4,5,,Match
Land Rover,Range Rover Velar,2018.0,39,2018 (18 reg),Auto,Diesel,Oldham ,28949,3.0,5,Euro 6 (s/s),D300 V6 R-Dynamic HSE SUV Diesel Auto 4WD (300 ps)
SEAT,Mii,2015.0,77,2015 (15 reg),Manual,Petrol,Sheffield ,5500,1.0,5,Euro 5,12v I TECH Hatchback Petrol Manual (60 ps)
Mazda,CX-60,2025.0,370,2025 (25 reg),Auto,Hybrid,Woodkirk ,32495,2.5,5,,e-SKYACTIV 1kWh Exclusive-Line SUV Petrol Plug-in Hybrid Auto 4W
Volkswagen,Polo,2010.0,100,2010 (60 reg),Manual,Petrol,Bradford ,2000,1.2,5,Euro 5,Moda Hatchback Petrol Manual (60 ps)
BMW,X1,2017.0,17,2017 (67 reg),Auto,Diesel,Rotherham ,15790,2.0,5,Euro 6 (s/s),18d SE Auto sDrive
Honda,Jazz,2025.0,3,2025 (25 reg),Auto,Hybrid,Sheffield ,24999,1.5,5,Euro 6 (s/s),h i-MMD Elegance eCVT
Land Rover,Range Rover Sport,2022.0,30,2022 (71 reg),Auto,Hybrid,Sheffield ,41980,2.0,5,,- P400e 1kWh HSE Dynamic Black SUV Petrol Plug-in Hybrid Auto 4WD
BMW,X1,2021.0,122,2021 (21 reg),Auto,Hybrid,Keighley ,11989,1.5,5,Euro 6 (s/s),25e 10kWh M Sport Auto xDrive
Volvo,EX30,2025.0,477,2025 (25 reg),Auto,Electric,York ,31450,,5,,200kW SM Extended Range Ultra 69kWh Auto
MINI,Hatch,2016.0,80,2016 (16 reg),Manual,Petrol,Leeds ,5740,1.5,5,Euro 6 (s/s),Cooper
Renault,Megane,2014.0,80,2014 (64 reg),Manual,Diesel,Yeadon ,3240,1.5,3,Euro 5 (s/s),dCi ENERGY Dynamique TomTom
Land Rover,Discovery Sport,2018.0,45,2018 (68 reg),Auto,Petrol,Harrogate ,18489,2.0,5,Euro 6 (s/s),Si4 HSE Auto 4WD
Vauxhall,Insignia,2014.0,140,2014 (64 reg),Manual,Diesel,Goole ,2495,2.0,5,,Insignia Estate Car CDTi [140] ecoFLEX Tech Line [Start Stop]
Nissan,Qashqai,2019.0,53,2019 (19 reg),Auto,Diesel,Durkar ,11590,1.5,5,Euro 6 (s/s),- dCi Acenta Premium DCT Auto
Nissan,X-Trail,2019.0,66,2019 (69 reg),Manual,Diesel,Yeadon ,12495,1.7,5,Euro 6 (s/s),dCi N-Connecta
MINI,Clubman,2019.0,114,2019 (19 reg),Manual,Diesel,Rotherham ,8000,2.0,6,Euro 6 (s/s),Cooper D Classic
Audi,SQ5,2017.0,87,2017 (17 reg),Auto,Diesel,Castleford ,18995,3.0,5,Euro 6 (s/s),BiTDI V6 Plus Tiptronic quattro
Mercedes-Benz,M-Class,2015.0,69,2015 (65 reg),Auto,Diesel,Castleford ,15990,,5,,- ML350 CDi BlueTEC AMG Line Auto [Premium Plus] - FSH -
Mercedes-Benz,CLA,2014.0,136,2014 (64 reg),Auto,Diesel,Ossett ,8795,,4,,- CLA 220 CDI AMG Sport Tip Auto
BMW,X1,2015.0,119,2015 (15 reg),Manual,Diesel,Sheffield ,4199,2.0,5,Euro 5 (s/s),20d ED EfficientDynamics sDrive
Ford,Fiesta,2014.0,72,2014 (14 reg),Manual,Petrol,Rochdale ,3885,1.2,5,,5 Style
Nissan,Qashqai,2016.0,80,2016 (66 reg),Manual,Diesel,Rotherham ,5990,1.5,5,Euro 6 (s/s),dCi Acenta 2WD
Volkswagen,T-Cross,2025.0,809,2025 (25 reg),Manual,Petrol,Crosshills ,21796,1.0,5,,TSI 115 Match Petrol Estate
SEAT,Ibiza,2012.0,38,2012 (62 reg),Manual,Petrol,Leeds ,5895,1.4,5,Euro 5,SE Hatchback Petrol Manual (85 ps)
MG,MG3,2025.0,10,2025 (25 reg),Auto,Hybrid,Rochdale ,18995,1.5,5,Euro 6 (s/s),Hybrid+ MHEV Trophy Hatchback Petrol Hybrid Auto (194
MG,MG3,2025.0,10,2025 (25 reg),Auto,Hybrid,Rochdale ,18995,1.5,5,Euro 6 (s/s),Hybrid+ MHEV Trophy Hatchback Petrol Hybrid Auto (194
Land Rover,Range Rover Evoque,2016.0,99,2016 (16 reg),Auto,Diesel,Keighley ,8989,2.0,5,Euro 6 (s/s),TD4 HSE Dynamic Lux Auto 4WD
Fiat,Panda,2015.0,53,2015 (15 reg),Manual,Petrol,Wakefield ,3990,1.2,5,,- Pop ## £35 ROAD TAX - FSH ##
Nissan,Juke,2025.0,3,2025 (25 reg),Manual,Petrol,Leeds ,19299,1.0,5,,- Dig-T N-Connecta
Ford,Fiesta,2016.0,56,2016 (16 reg),Manual,Petrol,Rochdale ,5497,1.0,3,Euro 6 (s/s),EcoBoost Titanium
Volkswagen,Tiguan,2012.0,122,2012 (62 reg),Auto,Diesel,Dalton Magna ,4995,2.0,5,,TDi BlueMotion Tech SE DSG
Dacia,Sandero Stepway,2017.0,73,2017 (66 reg),Manual,Petrol,Greater Manchester ,5295,0.9,5,Euro 6 (s/s),TCe Laureate
MG,MG3,2025.0,10,2025 (25 reg),Auto,Hybrid,Hyde ,18995,1.5,5,Euro 6 (s/s),Hybrid+ MHEV Trophy Auto
Jaguar,I-Pace,2020.0,41,2020 (20 reg),Auto,Electric,Oldham ,14994,,5,,400 90kWh S Auto 4WD
Peugeot,RCZ,2014.0,87,2014 (14 reg),Manual,Diesel,Rochdale ,4979,2.0,2,Euro 5,HDi GT
Ford,Focus,2013.0,105,2013 (13 reg),Manual,Diesel,Sheffield ,3390,1.6,5,Euro 5 (s/s),TDCi Zetec S
Tesla,Model Y,2022.0,32,2022 (72 reg),Auto,Electric,Oldham ,24299,,5,,(Dual Motor) Long Range SUV Electric Auto 4WDE (384 bhp)
Nissan,Juke,2016.0,62,2016 (16 reg),Auto,Petrol,Oldham ,7495,1.6,5,Euro 6,Tekna XTRON
Mercedes-Benz,C-Class,2015.0,62,2015 (15 reg),Auto,Diesel,Sheffield ,11950,2.1,4,Euro 6 (s/s),C250 BlueTEC Sport G-Tronic+
BMW,5 Series,2025.0,2,2025 (25 reg),Auto,Petrol,Doncaster ,48990,,4,,- 520i M Sport Pro Auto
Nissan,Juke,2013.0,56,2013 (63 reg),Manual,Diesel,Sheffield ,4599,1.5,5,Euro 5 (s/s),dCi 8v Acenta Premium
Audi,RS3,2015.0,67,2015 (65 reg),Auto,Petrol,Bradford ,19999,2.5,5,,TFSI RS 3 Quattro S Tronic [Nav]
Renault,Modus,2005.0,71,2005 (5 reg),Manual,Petrol,Leeds ,1795,1.2,5,,Expression
Citroen,C3,2017.0,66,2017 (67 reg),Manual,Petrol,Rochdale ,4985,1.2,5,,PureTech 82 Feel
BMW,1 Series,2018.0,70,2018 (18 reg),Auto,Petrol,Leeds ,17485,,5,,"- M140I [5X SERVICES, SAT NAV & BODY KIT]"
Jaguar,XE,2017.0,60,2017 (17 reg),Manual,Diesel,Sheffield ,9295,2.0,4,,d [180] R-Sport
Ford,Focus,2025.0,10,2025 (25 reg),Auto,Petrol,Sheffield ,25750,1.0,5,,- Ecoboost Hybrid Mhev 155 St-Line X Auto
Audi,A1,2013.0,136,2013 (13 reg),Manual,Diesel,Bradford ,3199,1.6,5,,2013 TDI Sport SILVER SAT NAV £25 TAX MOT AUGUST 2026
Citroen,C4 Cactus,2015.0,90,2015 (65 reg),Manual,Diesel,Sheffield ,3795,1.6,5,Euro 6 (s/s),BlueHDi Feel
